0.001,99900.05148232289,99.94851767711754,100000.,99900.,100.,100000.,2912.6213592233034,97087.3786407767,2912.6213592233034
0.051000000000000004,95031.63649059705,4968.36350940294,100000.,94900.,5100.,100000.,2912.6213592233034,97087.3786407767,2912.6213592233034
0.101,90407.59816192518,9592.401838074815,100000.,89900.,10100.,100000.,2912.6213592233034,97087.3786407767,2912.6213592233034
0.15100000000000002,86015.66967978753,13984.330320212468,100000.,84900.,15100.000000000002,100000.,2912.6213592233034,97087.3786407767,2912.6213592233034
0.201,81844.19997708025,18155.800022919753,100000.,79900.,20100.,100000.,2912.6213592233034,97087.3786407767,2912.6213592233034
0.251,77882.12282774213,22117.87717225786,100000.,74900.,25100.,100000.,2912.6213592233034,97087.3786407767,2912.6213592233034
0.30100000000000005,74118.92748986896,25881.07251013104,100000.,69900.,30100.000000000004,100000.,2912.6213592233034,97087.3786407767,2912.6213592233034
0.35100000000000003,70544.63082243629,29455.369177563705,100000.,64900.,35100.,100000.,2912.6213592233034,97087.3786407767,2912.6213592233034
0.401,67149.75080166102,32850.24919833898,100000.,59900.,40100.,100000.,2912.6213592233034,97087.3786407767,2912.6213592233034
0.451,63925.28136674494,36074.71863325506,100000.,54899.99999999999,45100.,100000.,2912.6213592233034,97087.3786407767,2912.6213592233034
0.501,60862.66852827006,39137.33147172994,100000.,49900.,50100.,100000.,2912.6213592233034,97087.3786407767,2912.6213592233034
0.551,57953.78767586554,42046.21232413446,100000.,44899.99999999999,55100.00000000001,100000.,2912.6213592233034,97087.3786407767,2912.6213592233034
0.6010000000000001,55190.92202494657,44809.07797505343,100000.,39899.99999999999,60100.00000000001,100000.,2912.6213592233034,97087.3786407767,2912.6213592233034
0.651,52566.74214534856,47433.25785465144,100000.,34900.,65100.,100000.,2912.6213592233034,97087.3786407767,2912.6213592233034
0.7010000000000001,50074.286517548986,49925.71348245102,100000.,29899.999999999993,70100.,100000.,2912.6213592233034,97087.3786407767,2912.6213592233034
0.751,47706.94306489613,52293.056935103865,100000.,24900.,75100.,100000.,2912.6213592233034,97087.3786407767,2912.6213592233034
0.801,45458.43161285233,54541.56838714768,100000.,19899.999999999996,80100.,100000.,2912.6213592233034,97087.3786407767,2912.6213592233034
0.8510000000000001,43322.78722871933,56677.21277128067,100000.,14899.99999999999,85100.00000000001,100000.,2912.6213592233034,97087.3786407767,2912.6213592233034
0.901,41294.344397648536,58705.65560235146,100000.,9899.999999999998,90100.,100000.,2912.6213592233034,97087.3786407767,2912.6213592233034
0.9510000000000001,39367.72199295782,60632.27800704219,100000.,4899.999999999994,95100.,100000.,2912.6213592233034,97087.3786407767,2912.6213592233034
1.,37573.491317392945,62426.508682607055,100000.,0.,100000.,100000.,2912.6213592233034,97087.3786407767,2912.6213592233034
1.1,34181.12707282329,65818.87292717671,100000.,-10000.00000000001,110000.00000000001,100000.,2912.6213592233034,97087.3786407767,2912.6213592233034
1.2,31120.783783922772,68879.21621607723,100000.,-19999.999999999996,120000.,100000.,2912.6213592233034,97087.3786407767,2912.6213592233034
1.3,28359.965554892467,71640.03444510754,100000.,-30000.000000000004,130000.,100000.,2912.6213592233034,97087.3786407767,2912.6213592233034
1.4,25869.356961604768,74130.64303839522,100000.,-39999.99999999999,140000.,100000.,2912.6213592233034,97087.3786407767,2912.6213592233034
1.5,23622.51176921507,76377.48823078493,100000.,-50000.,150000.,100000.,2912.6213592233034,97087.3786407767,2912.6213592233034
1.6,21595.572115923056,78404.42788407694,100000.,-60000.00000000001,160000.,100000.,2912.6213592233034,97087.3786407767,2912.6213592233034
1.7000000000000002,19767.01518106905,80232.98481893096,100000.,-70000.00000000001,170000.00000000003,100000.,2912.6213592233034,97087.3786407767,2912.6213592233034
1.8,18117.424647590586,81882.57535240942,100000.,-80000.,180000.,100000.,2912.6213592233034,97087.3786407767,2912.6213592233034
1.9,16629.284532139893,83370.71546786011,100000.,-89999.99999999999,190000.,100000.,2912.6213592233034,97087.3786407767,2912.6213592233034
2.,15286.793193671916,84713.20680632807,100000.,-100000.,200000.,100000.,2912.6213592233034,97087.3786407767,2912.6213592233034
2.1,14075.695545574654,85924.30445442535,100000.,-110000.00000000001,210000.,100000.,2912.6213592233034,97087.3786407767,2912.6213592233034
2.2,12983.131689706088,87016.86831029391,100000.,-120000.00000000001,220000.00000000003,100000.,2912.6213592233034,97087.3786407767,2912.6213592233034
2.3,11997.500365076088,88002.49963492391,100000.,-129999.99999999999,229999.99999999997,100000.,2912.6213592233034,97087.3786407767,2912.6213592233034
2.4000000000000004,11108.335761219041,88891.66423878097,100000.,-140000.00000000003,240000.00000000003,100000.,2912.6213592233034,97087.3786407767,2912.6213592233034
2.5,10306.196388214594,89693.8036117854,100000.,-150000.,250000.,100000.,2912.6213592233034,97087.3786407767,2912.6213592233034
2.6,9582.56482333573,90417.43517666428,100000.,-160000.,260000.,100000.,2912.6213592233034,97087.3786407767,2912.6213592233034
2.7,8929.757269795871,91070.24273020413,100000.,-170000.00000000003,270000.,100000.,2912.6213592233034,97087.3786407767,2912.6213592233034
2.8,8340.841967255083,91659.15803274492,100000.,-179999.99999999997,280000.,100000.,2912.6213592233034,97087.3786407767,2912.6213592233034
2.9000000000000004,7809.565587737005,92190.434412263,100000.,-190000.00000000003,290000.00000000006,100000.,2912.6213592233034,97087.3786407767,2912.6213592233034
3.,7330.286835400151,92669.71316459986,100000.,-200000.,300000.,100000.,2912.6213592233034,97087.3786407767,2912.6213592233034
3.1,6897.916545100505,93102.0834548995,100000.,-210000.,310000.,100000.,2912.6213592233034,97087.3786407767,2912.6213592233034
3.2,6507.86364368916,93492.13635631085,100000.,-220000.00000000003,320000.,100000.,2912.6213592233034,97087.3786407767,2912.6213592233034
3.3000000000000003,6155.98640024126,93844.01359975875,100000.,-230000.00000000003,330000.,100000.,2912.6213592233034,97087.3786407767,2912.6213592233034
3.4000000000000004,5838.548447572586,94161.45155242742,100000.,-240000.00000000003,340000.00000000006,100000.,2912.6213592233034,97087.3786407767,2912.6213592233034
3.5,5552.179108063428,94447.82089193657,100000.,-250000.,350000.,100000.,2912.6213592233034,97087.3786407767,2912.6213592233034
3.6,5293.83760251413,94706.16239748587,100000.,-260000.,360000.,100000.,2912.6213592233034,97087.3786407767,2912.6213592233034
3.7,5060.780761988282,94939.21923801172,100000.,-270000.,370000.,100000.,2912.6213592233034,97087.3786407767,2912.6213592233034
3.8000000000000003,4850.533899795535,95149.46610020447,100000.,-280000.,380000.,100000.,2912.6213592233034,97087.3786407767,2912.6213592233034
3.9000000000000004,4660.864534321608,95339.1354656784,100000.,-290000.00000000006,390000.00000000006,100000.,2912.6213592233034,97087.3786407767,2912.6213592233034
4.,4489.758683684453,95510.24131631554,100000.,-300000.,400000.,100000.,2912.6213592233034,97087.3786407767,2912.6213592233034
4.1,4335.3994805041775,95664.60051949583,100000.,-309999.99999999994,409999.99999999994,100000.,2912.6213592233034,97087.3786407767,2912.6213592233034
4.2,4196.147879710135,95803.85212028987,100000.,-320000.,420000.,100000.,2912.6213592233034,97087.3786407767,2912.6213592233034
4.300000000000001,4070.5252545333497,95929.47474546665,100000.,-330000.00000000006,430000.00000000006,100000.,2912.6213592233034,97087.3786407767,2912.6213592233034
4.4,3957.1976958818145,96042.80230411819,100000.,-340000.00000000006,440000.00000000006,100000.,2912.6213592233034,97087.3786407767,2912.6213592233034
4.5,3854.9618483834565,96145.03815161655,100000.,-350000.,450000.,100000.,2912.6213592233034,97087.3786407767,2912.6213592233034
4.6,3762.732132698444,96237.26786730156,100000.,-359999.99999999994,459999.99999999994,100000.,2912.6213592233034,97087.3786407767,2912.6213592233034
4.7,3679.5292184224622,96320.47078157753,100000.,-370000.,470000.,100000.,2912.6213592233034,97087.3786407767,2912.6213592233034
4.800000000000001,3604.469625181829,96395.53037481818,100000.,-380000.00000000006,480000.00000000006,100000.,2912.6213592233034,97087.3786407767,2912.6213592233034
4.9,3536.756341500903,96463.2436584991,100000.,-390000.00000000006,490000.00000000006,100000.,2912.6213592233034,97087.3786407767,2912.6213592233034
5.,3475.670361829334,96524.32963817068,100000.,-400000.,500000.,100000.,2912.6213592233034,97087.3786407767,2912.6213592233034
5.1000000000000005,3420.563051866068,96579.43694813394,100000.,-410000.00000000006,510000.00000000006,100000.,2912.6213592233034,97087.3786407767,2912.6213592233034
5.2,3370.849261112199,96629.15073888781,100000.,-420000.,520000.,100000.,2912.6213592233034,97087.3786407767,2912.6213592233034
5.3,3326.001109519118,96673.99889048089,100000.,-430000.,530000.,100000.,2912.6213592233034,97087.3786407767,2912.6213592233034
5.4,3285.5423822562116,96714.45761774378,100000.,-440000.00000000006,540000.,100000.,2912.6213592233034,97087.3786407767,2912.6213592233034
5.5,3249.043473079612,96750.95652692039,100000.,-450000.,550000.,100000.,2912.6213592233034,97087.3786407767,2912.6213592233034
5.6000000000000005,3216.1168226087484,96783.88317739125,100000.,-460000.00000000006,560000.,100000.,2912.6213592233034,97087.3786407767,2912.6213592233034
5.7,3186.412803072585,96813.58719692742,100000.,-470000.,570000.,100000.,2912.6213592233034,97087.3786407767,2912.6213592233034
5.800000000000001,3159.61600582819,96840.3839941718,100000.,-480000.00000000006,580000.0000000001,100000.,2912.6213592233034,97087.3786407767,2912.6213592233034
5.9,3135.441892231106,96864.5581077689,100000.,-490000.00000000006,590000.,100000.,2912.6213592233034,97087.3786407767,2912.6213592233034
6.,3113.6337722951707,96886.36622770483,100000.,-500000.,600000.,100000.,2912.6213592233034,97087.3786407767,2912.6213592233034
6.1000000000000005,3093.9600790600434,96906.03992093996,100000.,-510000.00000000006,610000.,100000.,2912.6213592233034,97087.3786407767,2912.6213592233034
6.2,3076.211909724634,96923.78809027537,100000.,-520000.,620000.,100000.,2912.6213592233034,97087.3786407767,2912.6213592233034
6.300000000000001,3060.200807437244,96939.79919256276,100000.,-530000.0000000001,630000.0000000001,100000.,2912.6213592233034,97087.3786407767,2912.6213592233034
6.4,3045.7567601886176,96954.24323981139,100000.,-540000.,640000.,100000.,2912.6213592233034,97087.3786407767,2912.6213592233034
6.5,3032.72639555939,96967.2736044406,100000.,-550000.,650000.,100000.,2912.6213592233034,97087.3786407767,2912.6213592233034
6.6000000000000005,3020.9713521530643,96979.02864784694,100000.,-560000.,660000.,100000.,2912.6213592233034,97087.3786407767,2912.6213592233034
6.7,3010.3668104217727,96989.63318957824,100000.,-570000.,670000.,100000.,2912.6213592233034,97087.3786407767,2912.6213592233034
6.800000000000001,3000.8001672845635,96999.19983271544,100000.,-580000.0000000001,680000.0000000001,100000.,2912.6213592233034,97087.3786407767,2912.6213592233034
6.9,2992.169840464815,97007.8301595352,100000.,-590000.,690000.,100000.,2912.6213592233034,97087.3786407767,2912.6213592233034
7.,2984.3841898507594,97015.61581014925,100000.,-600000.,700000.,100000.,2912.6213592233034,97087.3786407767,2912.6213592233034
7.1000000000000005,2977.360544425717,97022.63945557429,100000.,-610000.,710000.,100000.,2912.6213592233034,97087.3786407767,2912.6213592233034
7.2,2971.024324435615,97028.97567556439,100000.,-620000.,720000.,100000.,2912.6213592233034,97087.3786407767,2912.6213592233034
7.300000000000001,2965.3082494726327,97034.69175052737,100000.,-630000.0000000001,730000.0000000001,100000.,2912.6213592233034,97087.3786407767,2912.6213592233034
7.4,2960.1516240660835,97039.84837593391,100000.,-640000.,740000.,100000.,2912.6213592233034,97087.3786407767,2912.6213592233034
7.5,2955.499693194695,97044.5003068053,100000.,-650000.,750000.,100000.,2912.6213592233034,97087.3786407767,2912.6213592233034
7.6000000000000005,2951.3030608768445,97048.69693912315,100000.,-660000.,760000.,100000.,2912.6213592233034,97087.3786407767,2912.6213592233034
7.7,2947.5171656651273,97052.48283433488,100000.,-670000.,770000.,100000.,2912.6213592233034,97087.3786407767,2912.6213592233034
7.800000000000001,2944.1018074758626,97055.89819252414,100000.,-680000.0000000001,780000.0000000001,100000.,2912.6213592233034,97087.3786407767,2912.6213592233034
7.9,2941.0207207292256,97058.97927927077,100000.,-690000.,790000.,100000.,2912.6213592233034,97087.3786407767,2912.6213592233034
8.,2938.241189267448,97061.75881073256,100000.,-700000.,800000.,100000.,2912.6213592233034,97087.3786407767,2912.6213592233034
8.100000000000001,2935.7336989621385,97064.26630103786,100000.,-710000.0000000001,810000.0000000001,100000.,2912.6213592233034,97087.3786407767,2912.6213592233034
8.2,2933.471624321975,97066.52837567803,100000.,-719999.9999999999,819999.9999999999,100000.,2912.6213592233034,97087.3786407767,2912.6213592233034
8.3,2931.430945773055,97068.56905422694,100000.,-730000.0000000001,830000.0000000001,100000.,2912.6213592233034,97087.3786407767,2912.6213592233034
8.4,2929.5899946098693,97070.41000539013,100000.,-740000.,840000.,100000.,2912.6213592233034,97087.3786407767,2912.6213592233034
8.5,2927.9292229086973,97072.0707770913,100000.,-750000.,850000.,100000.,2912.6213592233034,97087.3786407767,2912.6213592233034
8.600000000000001,2926.430995960275,97073.56900403973,100000.,-760000.0000000001,860000.0000000001,100000.,2912.6213592233034,97087.3786407767,2912.6213592233034
